site_brom.id,site,trt.name,mu.scalar,k.scalar,intended.mu,intended.k,temporal.block,maxvol,leaf.number,mean.diam,catchment.area,turbidity.initial,oxygen.percent.initial,oxygen.conc.initial,ph.initial,chlorophyll.initial,bacteria.per.ml..initial,amoeba.per.ml.initial,algae.per.ml.initial,ciliates.per.ml.initial,flagellates.per.ml.initial,rotifers.per.ml.initial,leafpack1.species1.mass.initial,leafpack2.species1.mass.initial,leafpack1.species2.mass.initial,leafpack2.species2.mass.initial,co2.final,methane.final,turbidity.final,oxygen.percent.final,oxygen.conc.final,ph.final,chlorophyll.final,bacteria.per.ml.final,amoeba.per.ml.final,algae.per.ml.final,ciliates.per.ml.final,flagellates.per.ml.final,rotifers.per.ml.final,leafpack1.species1.mass.final,leafpack2.species1.mass.final,leafpack1.species2.mass.final,leafpack2.species2.mass.final,water.volume.final,fpom.final,n15.bromeliad.final,final.bromeliad.percentn,final.bromeliad.percentc,species1,species2,decomp,sample_size_species,mean.depth,max.depth,min.depth,amplitude,net_fluc,tot_fluc,sd.depth,cv.depth,wetness,prop.overflow.days,prop.driedout.days,long_dry,long_wet,n_driedout,n_overflow,last_dry,last_wet
puertorico_24,puertorico,mu3k1,3,1,29.69,0.26,c,230,16,76,792.45,122.4,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,0.276,NA,0.355,NA,NA,NA,249.7,NA,NA,4.375,NA,31629910.512859084,NA,NA,NA,NA,NA,0.1907,NA,0.0729,NA,43,192.39999999999998,35.3767316985555,0.732224988972952,43.3434147323911,0.3090579710144928,0.7946478873239436,0.5518529291692182,2,24.827868852459016,48,0,48,21.5,425.5,13.2288604641634,62.95837536768609,0.5022603876452167,0.22131147540983606,0.22950819672131145,12,5.5,14,13.5,27,4
puertorico_20,puertorico,mu3k2,3,2,29.69,0.52,b,362,34,80.5,888.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289,NA,0.385,NA,NA,NA,143.4,NA,NA,4.86,NA,60287276.28214769,NA,NA,NA,NA,NA,0.2169,NA,0.1163,NA,34,273.84999999999997,2.71728846057262,0.51826884786492,42.3227766027119,0.2494809688581314,0.6979220779220779,0.4737015233901047,2,38.6672131147541,56,0,56,36.5,399.5,9.013614746073838,23.253349530142096,0.6909399430020655,0.16612021857923498,0.024863387978142075,0,3,1.5,10,58,15
costarica_37,costarica,mu0.1k0.5,0.1,0.5,1.34,0.27,b,117,22,76.05,1691.1,133.1,42,3.5,6.84,606.171,13515829.727444086,NA,NA,NA,NA,NA,347,354,NA,NA,10.937746616752326,NA,2120,52,4.2,6.11,20.029773,802502.3900669926,28,0,0,NA,NA,255,241,NA,NA,25,900,8.55725234666337,0.4518524846008767,44.248292589868875,0.29216936127257037,NA,0.29216936127257037,1,17.413793103448278,35,1,34,2,30,11.099926660169395,65.8418236353796,0.48290712524874513,0.3275862068965517,0.25862068965517243,2,3,7.5,9.5,5,3
costarica_18,costarica,mu0.2k0.5,0.2,0.5,2.68,0.27,b,175,19,96.5,2010.6,111,70,5.9,5.74,381.1989,17493783.39064469,NA,NA,NA,NA,NA,365,363,NA,NA,11.824940845478805,NA,2227,57,4.6,6.34,22.97013,2272348.872926537,107,0,18,NA,NA,264,198,NA,NA,31,525,7.134937129757045,0.49079851888321646,43.916957616868515,0.36562889165628887,NA,0.36562889165628887,1,17.56896551724138,42.5,1,41.5,-1,24,9.703611308244572,55.10301489912965,0.4110632183908046,0.06896551724137931,0.06896551724137931,2,0,2,2,9,33
costarica_33,costarica,mu0.4k0.5,0.4,0.5,5.36,0.27,c,145,14,89,1016.3,73.82,50,4.1,7.11,279.4074,6420019.120535941,NA,NA,NA,NA,NA,403,443,NA,NA,18.21214413651043,NA,2097,44,3.7,6.17,15.473637,26541710.627268326,NA,NA,NA,NA,NA,260,304,NA,NA,17.5,667,7.44273660385417,0.4946674388606203,43.45254668777372,0.3343042306852108,NA,0.3343042306852108,1,16.310344827586206,48.5,0.5,48,-0.5,40.5,14.572833680405324,93.19601953816485,0.34057236087838433,0.15517241379310345,0.396551724137931,3,0,11.5,4.5,4,30
costarica_29,costarica,mu0.6k0.5,0.6,0.5,8.04,0.27,c,195,27,112,1207.7,118.5,69,5.7,6.12,499.9986,2331480.6279841047,NA,NA,NA,NA,NA,396,355,NA,NA,13.571889611398172,NA,1174,75,6.2,6.04,9.023406,489948.8276198481,6,0,17,NA,NA,223,215,NA,NA,41,1200,12.269957767880657,0.43365176906481084,43.4812125027917,0.4156174420258927,NA,0.4156174420258927,1,23.96551724137931,38,7.5,30.5,-12,33,7.800211464372646,33.05114073203205,0.6344348659003831,0.3275862068965517,0.017241379310344827,0,2,1,9.5,6,13
costarica_21,costarica,mu0.8k0.5,0.8,0.5,10.73,0.27,a,220,38,120.5,2537.7,160.7,53,4.4,5.9,763.1103,31001934.43732487,NA,NA,NA,NA,NA,422,511,NA,NA,9.209971830364308,NA,1123,65,5.3,5.72,11.829759000000001,954555.47450073855,21,0,9,NA,NA,298,323,NA,NA,66.5,900,7.843077096307295,0.4067385872847315,43.84295411918546,0.33087246454772257,NA,0.33087246454772257,1,13.310344827586206,37,0,37,-36,36,9.692337522684806,71.81506535328515,0.3506008359456635,0.1206896551724138,0.22413793103448276,0,0,6.5,3.5,4,6
costarica_17,costarica,mu1k0.5,1,0.5,13.41,0.27,c,205,24,111,1840.6,92.2,63,5.3,5.9,312.6507,1792369.6592093946,NA,NA,NA,NA,NA,555,486,NA,NA,8.616730701679534,NA,938.1,57,4.7,6.02,6.327864000000001,3421194.399759284,49,0,150,NA,NA,329,350,NA,NA,50,1200,5.8282981857957195,0.4736097146251155,43.547307637439935,0.34352129907685464,NA,0.34352129907685464,1,39.189655172413794,54.5,23.5,31,-13.5,16.5,8.175421664398954,20.88671601516673,0.7220923436586791,0.25862068965517243,0,0,2,0,7.5,65,4
costarica_24,costarica,mu1.5k0.5,1.5,0.5,20.11,0.27,a,160,33,92,1770.221,125,76,6.4,5.45,561.8466000000001,46578928.198204175,NA,NA,NA,NA,NA,292,445,NA,NA,1.712298366873697,NA,724.6,33,2.7,6.04,6.907689,4012511.950334963,15,0,26,NA,NA,204,299,NA,NA,46,1350,2.1266574515557792,0.4102332124261836,43.81006582119303,0.314729875327074,NA,0.314729875327074,1,3.655172413793103,20,0,20,-1.5,7.5,3.9975583611015084,108.85920234291409,0.19310344827586207,0.13793103448275862,0.7931034482758621,3,0,26.5,1,2,34
costarica_11,costarica,mu2k0.5,2,0.5,26.82,0.27,b,200,27,105.5,2157.7,113.3,52,4.3,5.71,388.4145000000001,2638658.6070529018,NA,NA,NA,NA,NA,366,403,NA,NA,5.578787694015613,NA,387.9,40,3.2,6.54,0.8646240000000001,2390612.383041673,NA,NA,NA,NA,NA,104,288,NA,NA,32,1e3,2.829768014934507,0.48068479669149655,43.54192882930636,0.5006033980121765,NA,0.5006033980121765,1,18.310344827586206,36.5,2,34.5,-28.5,28.5,7.754430057217711,48.85647827834484,0.4774418346382364,0.10344827586206896,0.13793103448275862,2,0,4,3,5,3
costarica_36,costarica,mu2.5k0.5,2.5,0.5,33.52,0.27,c,165,25,89.76,2011.3,89.35,60,5,6.09,288.6846,13211723.558576593,NA,NA,NA,NA,NA,372,303,NA,NA,7.796143068004643,NA,1130,46,3.8,6.09,9.837737999999998,895423.7194431706,8,1,4,NA,NA,261,189,NA,NA,62.5,975,12.184457913964788,0.46151138745660314,44.037294080876244,0.3373123602682849,NA,0.3373123602682849,1,11.189655172413794,27.5,0,27.5,-5,34,7.853732632230291,103.69474503122993,0.3662486938349007,0.24137931034482757,0.4655172413793104,3,0,13.5,7,4,4
costarica_10,costarica,mu3k0.5,3,0.5,40.22,0.27,a,200,27,105,1711.3,113.6,61,5.1,6.07,461.34360000000004,28974559.97820826,NA,NA,NA,NA,NA,547,547,NA,NA,15.308542777685757,NA,1766,50,4.1,6.53,13.74447,2339928.0215637577,30,0,71,NA,NA,372,398,NA,NA,57,500,5.832321708332936,0.39650984417093166,43.71980576792289,0.2961608775137111,NA,0.2961608775137111,1,27.086206896551722,58.5,12.5,46,-0.5,31.5,10.808376981371005,45.98297020411921,0.48086776187378005,0.12068965517241378,0.017241379310344827,0,0,1,3.5,26,2
costarica_4,costarica,mu0.1k1,0.1,1,1.34,0.53,c,210,29,107,2499.3,97.94,66,5.5,4.85,384.8067,16979261.095101632,NA,NA,NA,NA,NA,426,395,NA,NA,13.545388922621848,NA,2423,20,1.7,6.15,23.69169,14766043.977232665,104,0,41,NA,NA,290,239,NA,NA,85,1200,4.298353741018831,0.427731884041285,43.014766209345765,0.3570927675759197,NA,0.3570927675759197,1,26.741379310344826,38.5,6.5,32,-23,29,8.25246671278393,32.07278154599698,0.6908866995073892,0.5172413793103449,0.034482758620689655,0,2,2,15,49,4
costarica_31,costarica,mu0.2k1,0.2,1,2.68,0.53,b,205,28,101.18,2278.1,110.8,53,4.4,7.1,580.1433000000001,3581694.8777726823,NA,NA,NA,NA,NA,412,483,NA,NA,12.05150830383352,NA,2261,48,3.8,5.97,22.40319,1655689.1416119006,28,0,108,NA,NA,247,329,NA,NA,72.5,450,4.523671003103001,0.47703401206326357,43.003366485756295,0.3596630083016744,NA,0.3596630083016744,1,24.5,48.5,2.5,46,-28,38,12.605908343673836,51.37917590356946,0.505116701853155,0.10344827586206896,0.06896551724137931,2,0,2,3,9,3
costarica_35,costarica,mu0.4k1,0.4,1,5.36,0.53,a,182,26,94.61,2124.7,134.7,45,3.7,7.16,539.1690000000001,29667246.251739766,NA,NA,NA,NA,NA,303,428,NA,NA,11.427336975646101,NA,2372,36,2.9,5.99,20.730717,709581.0606908145,9,0,2,NA,NA,204,238,NA,NA,36,1800,10.359790443336731,0.5064000916873336,43.25096478549581,0.3853289534560933,NA,0.3853289534560933,1,16.551724137931032,38.5,1,37.5,-20.5,35.5,10.385463126900294,62.753625311370065,0.4325123152709359,0.15517241379310345,0.15517241379310345,3,0,4.5,4.5,2,2
costarica_26,costarica,mu0.6k1,0.6,1,8.04,0.53,c,125,21,75.5,1763.4,144.2,52,4.3,6.13,549.2193,6105161.784911754,NA,NA,NA,NA,NA,372,307,NA,NA,11.389021012033107,NA,964.8,43,3.6,6.05,12.474008999999999,1174187.7075717049,45,0,37,NA,NA,255,264,NA,NA,51,600,12.726627575854822,0.37176113975125674,43.451767965614955,0.22729063780603131,NA,0.22729063780603131,1,14.724137931034482,35,2.5,32.5,-21.5,34.5,9.200566730522008,70.4192805553768,0.38212526389866286,0.12068965517241378,0.3448275862068966,3,0,10,3.5,4,4
costarica_27,costarica,mu0.8k1,0.8,1,10.73,0.53,a,190,24,108.5,2521.2,104.1,83,6.9,6.02,421.91550000000007,2894077.040388965,NA,NA,NA,NA,NA,349,362,NA,NA,5.911110447673306,NA,1349,45,3.7,5.76,16.965719999999997,751818.0285890773,NA,NA,NA,NA,NA,242,262,NA,NA,72.5,1e3,2.138728019167431,0.4801448642432089,43.24717636762383,0.29141667590115405,NA,0.29141667590115405,1,24.551724137931036,45,8,37,-28,46,8.769475590458523,35.538832314826294,0.5593205437057096,0.1896551724137931,0,0,0,0,5.5,65,2
costarica_23,costarica,mu1k1,1,1,13.41,0.53,b,130,22,76.5,2223.9,90.93,65,5.4,5.93,193.46445,10778874.207636658,NA,NA,NA,NA,NA,314,380,NA,NA,11.185943810390254,NA,1603,37,2.9,6.32,13.388843999999999,1562767.8122357223,27,1,40,NA,NA,182,259,NA,NA,14.5,250,3.348802422235542,0.4379307251846997,44.274643033320146,0.36940160911833725,NA,0.36940160911833725,1,10.137931034482758,25,0,25,-11,25,6.289536470382663,65.82808505599343,0.39540229885057476,0.24137931034482757,0.3793103448275862,3,0,16.5,3,3,13
costarica_20,costarica,mu1.5k1,1.5,1,20.11,0.53,b,205,30,112.5,2791.8,126.9,45,3.7,5.94,349.5018,3753714.5595670384,NA,NA,NA,NA,NA,379,285,NA,NA,9.207367794095267,NA,825.3,41,3.3,6.24,5.286756,1140398.1332530947,9,0,3,NA,NA,254,129,NA,NA,87,400,2.7714269381448555,0.5123711579395164,43.09406778545404,0.4385918622413554,NA,0.4385918622413554,1,25.43103448275862,40.5,9.5,31,-7,26,8.084336542745927,34.61812506174367,0.6158045977011495,0.3275862068965517,0.017241379310344827,0,3,1,9.5,37,3
costarica_8,costarica,mu2k1,2,1,26.82,0.53,a,210,21,109,2723.9,132.8,36,2.9,6.59,619.5714,37337479.622064285,NA,NA,NA,NA,NA,423,376,NA,NA,10.722739919948586,NA,2249,60,4.9,6.07,17.514621000000002,12628853.401580567,22,0,65,NA,NA,296,244,NA,NA,8,300,29.124493676284033,0.7984203372151899,43.03553657457986,0.3256501182033097,NA,0.3256501182033097,1,9.206896551724139,38,0,38,-3,26,8.778110615765435,98.31712749097467,0.2422867513611615,0.05172413793103448,0.46551724137931033,2.5,0,13.5,1.5,4,40
costarica_9,costarica,mu2.5k1,2.5,1,33.52,0.53,c,193,24,101,1005,111.1,37,3,5.52,361.6137,25680076.482143763,NA,NA,NA,NA,NA,415,347,NA,NA,14.69741877799307,NA,2937,67,5.6,6.33,24.43902,4899488.276198481,NA,NA,NA,NA,NA,196,253,NA,NA,64,533,29.605304619481505,0.47742847022470664,43.429854864007964,0.3993021075657095,NA,0.3993021075657095,1,8.224137931034482,25.5,0,25.5,-8.5,25.5,6.106687392402035,72.13810340917797,0.36590038314176243,0.3275862068965517,0.3793103448275862,2.5,0,20,1,4,53
costarica_12,costarica,mu3k1,3,1,40.22,0.53,a,110,20,61,1397.9,121.4,35,2.9,5.55,609.2634,31408945.06530097,NA,NA,NA,NA,NA,547,379,NA,NA,6.363209423303935,NA,1121,100,8.3,4.14,7.770984000000001,2094953.6077538333,63,0,35,NA,NA,434,253,NA,NA,4,379,1.5623584157110495,0.49578327883415774,43.82333201226051,0.2695175893455789,NA,0.2695175893455789,1,5.620689655172415,27.5,0,27.5,-6.5,16.5,6.693691986882775,118.30950868037607,0.2045305472263868,0.06896551724137931,0.6551724137931034,2.5,0,19,2,2,24
costarica_16,costarica,mu0.1k2,0.1,2,1.34,1.06,c,225,26,120.5,2595.4,93.66,32,2.6,5.67,329.4012,2016623.2923599177,NA,NA,NA,NA,NA,307,340,NA,NA,15.876803129355617,NA,2885,30,2.5,6.17,25.547130000000003,1317793.3984257984,20,0,4,NA,NA,181,140,NA,NA,49,1500,8.395305564540372,0.4031605624839348,43.5364611903621,0.4993293734431884,NA,0.4993293734431884,1,21.224137931034484,46.5,0.5,46,-23,33,11.860865968955624,65.05710787806629,0.4301600480497456,0.12068965517241378,0.22413793103448276,3,0,6.5,3.5,4,26
costarica_13,costarica,mu0.2k2,0.2,2,2.68,1.06,b,165,25,89,2305.5,79.61,66,5.5,5.96,195.55181999999996,2566471.7431137236,NA,NA,NA,NA,NA,423,273,NA,NA,3.359842900824107,NA,1073,37,3,5.71,10.010397000000001,1638794.354452595,34,0,29,NA,NA,278,85,NA,NA,86.5,1200,-1.3486601399656857,0.4912866311613905,43.81746484062475,0.5157171433767178,NA,0.5157171433767178,1,26.086206896551722,59.5,4,55.5,-36.5,47.5,11.521291203013497,44.57677555388493,0.4377741174635972,0.034482758620689655,0.017241379310344827,0,0,1,1,50,52
costarica_32,costarica,mu0.4k2,0.4,2,5.36,1.06,b,210,28,102.6,2311.5,157,47,3.9,5.65,595.0899000000001,29704107.636259682,NA,NA,NA,NA,NA,332,458,NA,NA,10.406067085927228,NA,1559,25,2,6.39,12.76521,7019784.064691273,25,0,10,NA,NA,211,293,NA,NA,59,400,1.4144939624683128,0.40647869483690047,44.02366107040024,0.3623599200294628,NA,0.3623599200294628,1,37.96551724137931,58.5,14.5,44,-3.5,59.5,11.085553267782464,29.18691376695778,0.6493194192377496,0.10344827586206898,0,0,0,0,3,65,7
costarica_15,costarica,mu0.6k2,0.6,2,8.04,1.06,a,200,25,107.5,3059.6,139,48,4,7.18,546.6423000000001,3147038.1269327076,NA,NA,NA,NA,NA,365,NA,NA,NA,14.500748281074543,NA,2436,60,4.9,6.72,22.325879999999998,751818.0285890773,96,0,52,NA,NA,146,NA,NA,NA,4.5,200,2.253398411478125,0.41101263496232576,42.37061286442356,0.6,NA,0.6,1,13.172413793103448,41.5,1.5,40,-26.5,27.5,9.94389255530903,78.67894559521969,0.31338259441707716,0.06896551724137931,0.3275862068965517,3,0,9.5,2,4,40
costarica_28,costarica,mu0.8k2,0.8,2,10.73,1.06,b,155,24,91.5,2018.6,86.42,41,3.5,6.73,191.84094000000002,4460223.810056548,NA,NA,NA,NA,NA,282,NA,NA,NA,3.3771271247170525,NA,1171,55,4.5,6.09,10.510334999999998,3176219.9859493594,26,0,18,NA,NA,188,NA,NA,NA,40.5,800,1.7424110492515248,0.3398011270968478,44.38344808457457,0.3333333333333333,NA,0.3333333333333333,1,18.55357142857143,34,8.5,25.5,-5.5,23.5,6.973053864645793,38.050443417213785,0.5500992063492064,0.2857142857142857,0,0,0,0,8,65,3
costarica_14,costarica,mu1k2,1,2,13.41,1.06,c,170,31,92,1552.2,153.2,49,4.1,5.97,537.1074000000001,14898130.802201543,NA,NA,NA,NA,NA,511,381,NA,NA,13.107405927675424,NA,2990,63,5.2,5.45,27.06756,1123503.3460937897,16,0,20,NA,NA,319,266,NA,NA,34,1500,21.124724991661687,0.4762405719071655,43.98619038178561,0.33878556276355865,NA,0.33878556276355865,1,6.827586206896552,22.5,0,22.5,-13,16,5.103919812853258,90.09171313828674,0.2906896551724138,0.1206896551724138,0.5,3,0,14.5,3.5,4,24
costarica_22,costarica,mu1.5k2,1.5,2,20.11,1.06,a,140,28,81,1271.9,115.8,74,6,5.63,536.0766000000001,49501726.37676396,NA,NA,NA,NA,NA,667,314,NA,NA,6.14711385706286,NA,1292,51,4.2,6.18,8.038992,2280796.2665061895,50,0,7,NA,NA,412,215,NA,NA,53,700,-1.4552834872019447,0.4317093273274331,44.30391684757443,0.3487977348905165,NA,0.3487977348905165,1,18.810344827586206,30.5,5.5,25,-14.5,32.5,6.765889951125766,38.721557651853416,0.6039408866995074,0.3275862068965517,0.034482758620689655,0,2,2,9.5,5,2
costarica_19,costarica,mu2k2,2,2,26.82,1.06,a,155,24,87,1345.7,152.7,20,1.7,5.43,656.4225000000001,15002570.997462934,NA,NA,NA,NA,NA,471,368,NA,NA,6.459812694506284,NA,867,50,4.1,6.09,4.567773,1757057.8645677308,1,0,7,NA,NA,326,248,NA,NA,50.5,500,5.354528407038379,0.4539951501942137,43.84549645441897,0.31697129142435154,NA,0.31697129142435154,1,27.46551724137931,38.5,12.5,26,-6,32,6.228173615151711,23.86518415202804,0.7071599616858237,0.39655172413793105,0,0,2.5,0,11.5,65,2
costarica_30,costarica,mu2.5k2,2.5,2,33.52,1.06,c,145,29,87.5,4263.1,110.6,66,5.5,6.23,513.9144000000001,1788543.6657092983,NA,NA,NA,NA,NA,424,432,NA,NA,17.416620286465818,NA,3042,40,3.3,7.76,20.52198,1191082.49473101,10,0,19,NA,NA,285,292,NA,NA,46,960,5.378669542261683,0.32545365269266807,43.1844054539381,0.3259521313766597,NA,0.3259521313766597,1,12.620689655172413,36.5,0.5,36,-11.5,20.5,11.04167534477931,87.50953738164785,0.3464350531501167,0.13793103448275862,0.41379310344827586,3,0,12,4,4,28
costarica_2,costarica,mu3k2,3,2,40.22,1.06,b,195,35,98.5,2680.5,131.2,47,3.9,4.82,495.36,40209593.43914615,NA,NA,NA,NA,NA,287,410,NA,NA,11.839497603741245,NA,2076,47,3.8,5.87,17.290422,2170980.149970706,10,0,0,NA,NA,174,290,NA,NA,76,250,4.987381975517298,0.3985277329310971,44.080934851529186,0.34320557491289194,NA,0.34320557491289194,1,35.44827586206897,56,10,46,-37,54,12.50348600876929,38.23955157208914,0.6303690260133091,0.27586206896551724,0.017241379310344827,0,2,1,8,50,3
